id,nome,codigo,preco,preco_custo,estoque_virtual,tipo,situacao,formato,imagem_url,created_at,empresa
8804762874,Máscara Bico de Pato Pimenta Preta,005-BP-127,8,20,0,P,A,S,,2026-04-13 20:46:01.349291+00,matriz
8279954551,Máscara Bico de Pato Flamingo Branco,005-BP-128,8,20,0,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
8331058820,Máscara Bico de Pato Unicórnio Rosa,005-BP-129,8,20,0,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
8279962755,Máscara Bico de Pato Geometria,005-BP-130,8,20,0,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
8279968671,Máscara Bico de Pato Lego Rosa,005-BP-131,8,20,0,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
8279966021,Máscara Bico de Pato Lego Azul,005-BP-132,8,20,0,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
8393163057,Mascara Bico de Pato Dente Coroa,005-BP-135,8,20,0,P,A,S,,2026-04-13 20:46:05.501448+00,matriz
8279888206,Máscara Bico de Pato Fada do Dente,005-BP-137,8,20,0,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
8331042964,Máscara Bico de Pato Dente Azul,005-BP-140,8,20,0,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
8393167547,Mascara Bico de Pato Dental,005-BP-141,8,20,0,P,A,S,,2026-04-13 20:46:05.501448+00,matriz
8311414001,Máscara Bico de Pato Cereja Vermelha,005-BP-144,8,20,0,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
8311397994,Mascara Bico de Pato Mexicano,005-BP-145,8,20,0,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
8279915379,Máscara Bico de Pato Batimentos,005-BP-146,8,20,0,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
8279958538,Máscara Bico de Pato Flor de Lis,005-BP-147,8,20,0,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
9622309182,Máscara Bico de Pato Etnico,005-BP-148,8,20,0,P,A,S,,2026-04-13 20:45:59.206874+00,matriz
8279937340,Máscara Bico de Pato Dinos,005-BP-149,8,20,0,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
8280011130,Máscara Bico de Pato Pug,005-BP-151,8,20,0,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
8311390376,Máscara Bico de Pato Patas,005-BP-152,8,20,0,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
8330547843,Máscara Bico de Pato Cães e Gatos,005-BP-153,8,20,0,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
8311367366,Máscara Bico de Pato Gatos,005-BP-154,8,20,0,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
8330532789,Máscara Bico de Pato Flamingo Cinza,005-BP-155,8,20,0,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
8279941539,Máscara Bico de Pato Fantasma,005-BP-156,8,20,0,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
8279918992,Máscara Bico de Pato Planetas,005-BP-157,8,20,0,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
8280000829,Máscara Bico de Pato Passaporte,005-BP-158,8,20,0,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
8279930703,Máscara Bico de Pato Baralho,005-BP-159,8,20,0,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
8279922714,Máscara Bico de Pato Bocas/Kisses,005-BP-160,8,20,0,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
8279907305,Máscara Bico de Pato Linguas/Bocas Blah,005-BP-161,8,20,0,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
8280016090,Máscara Bico de Pato Rock,005-BP-162,8,20,0,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
11251332899,Mascara Bico de Pato Estampa Souk Ideas,005-BP-165,50,3,0,P,A,S,,2026-04-13 20:45:49.822498+00,matriz
8330569059,Máscara Bico de Pato Barbie,005-BP-166,8,20,0,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
8330585117,Máscara Bico de Pato Moranguinho,005-BP-167,8,20,0,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
8330613419,Máscara Bico de Pato Garagem,005-BP-168,8,20,0,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
8330628092,Máscara Bico de Pato Chopp,005-BP-169,8,20,0,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
15265849749,Máscara Bico de Pato Hot Wheels,005-BP-180,8,20,0,P,A,S,,2026-04-13 20:45:46.331182+00,matriz
7892310972,Máscara Lisa Bordô Avulsa,005-SD-002,10,20,0,P,A,S,,2026-04-13 20:46:10.902572+00,matriz
7872080796,Máscara Estampada Preta Avulsa,005-SD-012,10,20,0,P,A,S,,2026-04-13 20:46:10.902572+00,matriz
8331335849,Máscara Quadrada Cinza,005-SD-013,10,20,0,P,A,S,,2026-04-13 20:46:05.501448+00,matriz
8331353423,Máscara Quadrada Chumbo,005-SD-014,10,20,0,P,A,S,,2026-04-13 20:46:05.501448+00,matriz
8331344448,Máscara Quadrada Azul Marinho,005-SD-015,10,20,0,P,A,S,,2026-04-13 20:46:05.501448+00,matriz
8331305990,Máscara Quadrada Dente Azul Marinho,005-SD-101,10,20,0,P,A,S,,2026-04-13 20:46:05.501448+00,matriz
8331269928,Máscara Quadrada Poá Rosa,005-SD-115,10,20,0,P,A,S,,2026-04-13 20:46:05.501448+00,matriz
8331323315,Máscara Quadrada Floral,005-SD-120,10,20,0,P,A,S,,2026-04-13 20:46:05.501448+00,matriz
8331290814,Máscara Quadrada Flamingo Branco,005-SD-128,10,20,0,P,A,S,,2026-04-13 20:46:05.501448+00,matriz
8331365134,Máscara Quadrada Lego Rosa,005-SD-131,10,20,0,P,A,S,,2026-04-13 20:46:05.501448+00,matriz
8331254300,Máscara Quadrada Enfermagem Vermelha,005-SD-133,10,20,0,P,A,S,,2026-04-13 20:46:05.501448+00,matriz
8331260522,Máscara Quadrada Enfermagem Azul,005-SD-134,10,20,0,P,A,S,,2026-04-13 20:46:05.501448+00,matriz
7902240005,Máscara Estampada Fada do Dente Avulsa,005-SD-137,10,20,0,P,A,S,,2026-04-13 20:46:10.902572+00,matriz
8331283031,Máscara Quadrada Dental,005-SD-141,10,20,0,P,A,S,,2026-04-13 20:46:05.501448+00,matriz
9737734417,Máscara Estampada Dental Avulsa,005-SD-142,10,20,0,P,A,S,,2026-04-13 20:45:55.112709+00,matriz
7902118388,Máscara Estampada Batimentos Avulsa,005-SD-146,10,20,0,P,A,S,,2026-04-13 20:46:10.902572+00,matriz
8331277469,Máscara Quadrada Etnico,005-SD-148,10,20,0,P,A,S,,2026-04-13 20:46:05.501448+00,matriz
8331312287,Máscara Estampada Dinos Avulsa,005-SD-149,10,20,0,P,A,S,,2026-04-13 20:46:05.501448+00,matriz
8331244779,Máscara Quadrada Flamingo Cinza,005-SD-155,10,20,0,P,A,S,,2026-04-13 20:46:05.501448+00,matriz
7872153267,Máscara Estampada Planetas Avulsa,005-SD-157,10,20,0,P,A,S,,2026-04-13 20:46:10.902572+00,matriz
8340973323,Máscara Estampada Baralho Avulsa,005-SD-159,10,20,0,P,A,S,,2026-04-13 20:46:05.501448+00,matriz
7872153264,Máscara Estampada Kisses Avulsa,005-SD-160,10,20,0,P,A,S,,2026-04-13 20:46:10.902572+00,matriz
7902118392,Máscara Estampada Bocas Blah Avulsa,005-SD-161,10,20,0,P,A,S,,2026-04-13 20:46:10.902572+00,matriz
16343714801,Crachá Magnético Dourado,010-CR-001-001,69.9,0,0,P,A,S,,2026-04-13 20:45:34.619583+00,matriz
16343717563,Crachá Magnético Prata,010-CR-002-002,69.9,0,0,P,A,S,,2026-04-13 20:45:34.619583+00,matriz
16343717996,Crachá Magnético Preto,010-CR-003-003,69.9,0,27,P,A,S,,2026-04-13 20:45:34.619583+00,matriz
16237083558,Guardanapos Bordô 10 Unidades  40x40,022-SD-002-000-100,100,37,0,P,A,S,,2026-04-13 20:45:38.863995+00,matriz
16237081583,Guardanapos Bordô 4 Unidades  40x40,022-SD-002-000-400,40,14.8,0,P,A,S,,2026-04-13 20:45:38.863995+00,matriz
16237082229,Guardanapos Bordô 6 Unidades  40x40,022-SD-002-000-600,151.8,22.2,0,P,A,S,,2026-04-13 20:45:38.863995+00,matriz
16237083238,Guardanapos Bordô 8 Unidades  40x40,022-SD-002-000-800,131,29.6,0,P,A,S,,2026-04-13 20:45:38.863995+00,matriz
16237345316,Guardanapos Lilas 10 Unidades 40x40,022-SD-003-000-100,100,37,0,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16237344167,Guardanapos Lilas 4 Unidades 40x40,022-SD-003-000-400,40,14.8,0,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16237344687,Guardanapos Lilas 6 Unidades 40x40,022-SD-003-000-600,151.8,22.2,0,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16237345043,Guardanapos Lilas 8 Unidades 40x40,022-SD-003-000-800,131,29.6,0,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16423363157,Guardanapos Rosa Bebe 10 Unidades 40x40,022-SD-005-000-100,100,37,0,P,A,S,,2026-04-13 20:45:32.82542+00,matriz
16423354380,Guardanapos Rosa Bebe 4 Unidades 40x40,022-SD-005-000-400,40,14.8,0,P,A,S,,2026-04-13 20:45:32.82542+00,matriz
16423359186,Guardanapos Rosa Bebe 6 Unidades 40x40,022-SD-005-000-600,151.8,22.2,-1,P,A,S,,2026-04-13 20:45:32.82542+00,matriz
16423357133,Guardanapos Rosa Bebe 8 Unidades 40x40,022-SD-005-000-800,131,29.6,0,P,A,S,,2026-04-13 20:45:32.82542+00,matriz
16237044064,Guardanapos Bege 10 Unidades  40x40,022-SD-006-000-100,100,37,0,P,A,S,,2026-04-13 20:45:38.863995+00,matriz
16237036137,Guardanapos Bege 4 Unidades  40x40,022-SD-006-000-400,40,14.8,0,P,A,S,,2026-04-13 20:45:38.863995+00,matriz
16237042737,Guardanapos Bege 6 Unidades  40x40,022-SD-006-000-600,151.8,22.2,0,P,A,S,,2026-04-13 20:45:38.863995+00,matriz
16237043503,Guardanapos Bege 8 Unidades  40x40,022-SD-006-000-800,131,29.6,0,P,A,S,,2026-04-13 20:45:38.863995+00,matriz
16237096113,Guardanapos Rosa Nude 10 Unidades  40x40,022-SD-007-000-100,100,37,0,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16237094935,Guardanapos Rosa Nude 4 Unidades  40x40,022-SD-007-000-400,40,14.8,0,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16237095332,Guardanapos Rosa Nude 6 Unidades  40x40,022-SD-007-000-600,151.8,22.2,0,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16237095638,Guardanapos Rosa Nude 8 Unidades  40x40,022-SD-007-000-800,131,29.6,0,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16237093239,Guardanapos Branco 10 Unidades  40x40,022-SD-008-000-100,100,37,0,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16237089266,Guardanapos Branco 4 Unidades  40x40,022-SD-008-000-400,40,14.8,-2,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16237089616,Guardanapos Branco 6 Unidades  40x40,022-SD-008-000-600,151.8,22.2,0,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16237090044,Guardanapos Branco 8 Unidades  40x40,022-SD-008-000-800,131,29.6,0,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16423422095,Guardanapos Verde Claro 10 Unidades 40x40,022-SD-009-000-100,100,22.2,0,P,A,S,,2026-04-13 20:45:32.82542+00,matriz
16423418335,Guardanapos Verde Claro 4 Unidades 40x40,022-SD-009-000-400,40,14.8,0,P,A,S,,2026-04-13 20:45:32.82542+00,matriz
16423419528,Guardanapos Verde Claro 6 Unidades 40x40,022-SD-009-000-600,151.8,22.2,0,P,A,S,,2026-04-13 20:45:32.82542+00,matriz
16423420771,Guardanapos Verde Claro 8 Unidades 40x40,022-SD-009-000-800,131,22.2,0,P,A,S,,2026-04-13 20:45:32.82542+00,matriz
16237087579,Guardanapos Verde Escuro 10 Unidades  40x40,022-SD-010-000-100,100,37,0,P,A,S,,2026-04-13 20:45:38.863995+00,matriz
16237085299,Guardanapos Verde Escuro 4 Unidades  40x40,022-SD-010-000-400,40,14.8,0,P,A,S,,2026-04-13 20:45:38.863995+00,matriz
16237085733,Guardanapos Verde Escuro 6 Unidades  40x40,022-SD-010-000-600,151.8,22.2,0,P,A,S,,2026-04-13 20:45:38.863995+00,matriz
16237086365,Guardanapos Verde Escuro 8 Unidades  40x40,022-SD-010-000-800,131,29.6,0,P,A,S,,2026-04-13 20:45:38.863995+00,matriz
16238309187,Guardanapos Preto 10 Unidades 40x40,022-SD-012-000-100,100,37,0,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16237356533,Guardanapos Preto 4 Unidades 40x40,022-SD-012-000-400,40,14.8,0,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16237357204,Guardanapos Preto 6 Unidades 40x40,022-SD-012-000-600,151.8,22.2,0,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16237360923,Guardanapos Preto 8 Unidades 40x40,022-SD-012-000-800,131,29.6,0,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16237112238,Guardanapos Cinza 10 Unidades  40x40,022-SD-013-000-100,100,37,0,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16237110915,Guardanapos Cinza 4 Unidades  40x40,022-SD-013-000-400,40,14.8,-7.5,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16237111422,Guardanapos Cinza 6 Unidades  40x40,022-SD-013-000-600,151.8,22.2,0,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16237112020,Guardanapos Cinza 8 Unidades  40x40,022-SD-013-000-800,131,29.6,0,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16237109192,Guardanapos Chumbo 10 Unidades  40x40,022-SD-014-000-100,100,37,0,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16237108266,Guardanapos Chumbo 4 Unidades  40x40,022-SD-014-000-400,40,14.8,0,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16237108526,Guardanapos Chumbo 6 Unidades  40x40,022-SD-014-000-600,151.8,22.2,0,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16237108838,Guardanapos Chumbo 8 Unidades  40x40,022-SD-014-000-800,131,29.6,0,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16236948470,Guardanapos Azul Marinho 10 Unidades 40x40,022-SD-015-000-100,100,37,0,P,A,S,,2026-04-13 20:45:38.863995+00,matriz
16236943856,Guardanapos Azul Marinho 4 Unidades 40x40,022-SD-015-000-400,40,14.8,0,P,A,S,,2026-04-13 20:45:38.863995+00,matriz
16236947574,Guardanapos Azul Marinho 6 Unidades 40x40,022-SD-015-000-600,151.8,22.2,0,P,A,S,,2026-04-13 20:45:38.863995+00,matriz
16236948226,Guardanapos Azul Marinho 8 Unidades 40x40,022-SD-015-000-800,131,29.6,0,P,A,S,,2026-04-13 20:45:38.863995+00,matriz
16236958530,Guardanapos Azul Médio 10 Unidades 40x40,022-SD-016-000-100,100,37,0,P,A,S,,2026-04-13 20:45:38.863995+00,matriz
16236950623,Guardanapos Azul Médio 4 Unidades 40x40,022-SD-016-000-400,40,14.8,0,P,A,S,,2026-04-13 20:45:38.863995+00,matriz
16236951172,Guardanapos Azul Médio 6 Unidades 40x40,022-SD-016-000-600,151.8,22.2,0,P,A,S,,2026-04-13 20:45:38.863995+00,matriz
16236952577,Guardanapos Azul Médio 8 Unidades 40x40,022-SD-016-000-800,131,29.6,0,P,A,S,,2026-04-13 20:45:38.863995+00,matriz
16236934081,Guardanapos Azul Bebe 10 Unidades 40x40,022-SD-017-000-100,100,37,-1,P,A,S,,2026-04-13 20:45:38.863995+00,matriz
16236928712,Guardanapos Azul Bebe 4 Unidades 40x40,022-SD-017-000-400,40,14.8,0,P,A,S,,2026-04-13 20:45:38.863995+00,matriz
16236931870,Guardanapos Azul Bebe 6 Unidades 40x40,022-SD-017-000-600,60,22.2,-2,P,A,S,,2026-04-13 20:45:38.863995+00,matriz
16236933425,Guardanapos Azul Bebe 8 Unidades 40x40,022-SD-017-000-800,80,29.6,0,P,A,S,,2026-04-13 20:45:38.863995+00,matriz
16237114089,Guardanapos Roxo 10 Unidades 40x40,022-SD-024-000-100,100,37,0,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16237113444,Guardanapos Roxo 4 Unidades 40x40,022-SD-024-000-400,40,14.8,0,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16237113623,Guardanapos Roxo 6 Unidades 40x40,022-SD-024-000-600,151.8,22.2,0,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16237113829,Guardanapos Roxo 8 Unidades 40x40,022-SD-024-000-800,131,29.6,0,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16236979076,Guardanapos Azul Royal 10 Unidades 40x40,022-SD-028-000-100,100,37,0,P,A,S,,2026-04-13 20:45:38.863995+00,matriz
16236972526,Guardanapos Azul Royal 4 Unidades 40x40,022-SD-028-000-400,40,14.8,0,P,A,S,,2026-04-13 20:45:38.863995+00,matriz
16236973282,Guardanapos Azul Royal 6 Unidades 40x40,022-SD-028-000-600,151.8,22.2,0,P,A,S,,2026-04-13 20:45:38.863995+00,matriz
16236978629,Guardanapos Azul Royal 8 Unidades 40x40,022-SD-028-000-800,131,29.6,0,P,A,S,,2026-04-13 20:45:38.863995+00,matriz
16246868471,Guardanapo Linho Verde 40x40,022-SD-040-000,9,3.7,-10,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16246868892,Guardanapo Linho Caramelo 40x40,022-SD-041-000,9,3.7,0,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16423380299,Guardanapos Amarelo 10 Unidades 40x40,022-SD-059-000-100,100,22.2,0,P,A,S,,2026-04-13 20:45:32.82542+00,matriz
16423366836,Guardanapos Amarelo 4 Unidades 40x40,022-SD-059-000-400,40,14.8,0,P,A,S,,2026-04-13 20:45:32.82542+00,matriz
16423368999,Guardanapos Amarelo 6 Unidades 40x40,022-SD-059-000-600,151.8,22.2,0,P,A,S,,2026-04-13 20:45:32.82542+00,matriz
16423370834,Guardanapos Amarelo 8 Unidades 40x40,022-SD-059-000-800,131,22.2,0,P,A,S,,2026-04-13 20:45:32.82542+00,matriz
16423407910,Guardanapos Poá Rosa 10 Unidades 40x40,022-SD-115-000-100,100,22.2,0,P,A,S,,2026-04-13 20:45:32.82542+00,matriz
16423402299,Guardanapos Poá Rosa 4 Unidades 40x40,022-SD-115-000-400,40,14.8,0,P,A,S,,2026-04-13 20:45:32.82542+00,matriz
16423404034,Guardanapos Poá Rosa 6 Unidades 40x40,022-SD-115-000-600,151.8,22.2,0,P,A,S,,2026-04-13 20:45:32.82542+00,matriz
16423405135,Guardanapos Poá Rosa 8 Unidades 40x40,022-SD-115-000-800,131,22.2,0,P,A,S,,2026-04-13 20:45:32.82542+00,matriz
16423398209,Guardanapos Poá Azul 10 Unidades 40x40,022-SD-116-000-100,100,22.2,0,P,A,S,,2026-04-13 20:45:32.82542+00,matriz
16423392731,Guardanapos Poá Azul 4 Unidades 40x40,022-SD-116-000-400,40,14.8,0,P,A,S,,2026-04-13 20:45:32.82542+00,matriz
16423394999,Guardanapos Poá Azul 6 Unidades 40x40,022-SD-116-000-600,151.8,22.2,-1,P,A,S,,2026-04-13 20:45:32.82542+00,matriz
16423396913,Guardanapos Poá Azul 8 Unidades 40x40,022-SD-116-000-800,131,22.2,0,P,A,S,,2026-04-13 20:45:32.82542+00,matriz
8461550679,Guardanapo Estampa Souk Ideas 40x40,022-SD-170-000,10,20,0,P,A,S,,2026-04-13 20:46:05.501448+00,matriz
16423123985,Porta Guardanapos Orelha de Coelho,023-PG-001,4,1.75,-18,P,A,S,,2026-04-13 20:45:32.82542+00,matriz
16423170363,Porta Guardanapos Coração,023-PG-002,4,1.75,-42,P,A,S,,2026-04-13 20:45:32.82542+00,matriz
16423172964,Porta Guardanapos Quadrado,023-PG-003,4,1.75,-12,P,A,S,,2026-04-13 20:45:32.82542+00,matriz
16423176355,Porta Guardanapos Redondo,023-PG-004,4,1.75,-13,P,A,S,,2026-04-13 20:45:32.82542+00,matriz
16423178632,Porta Guardanapos Cruz,023-PG-005,4,1.75,-66,P,A,S,,2026-04-13 20:45:32.82542+00,matriz
16431448685,Porta Guardanapos Coelho,023-PG-009,4,1.75,-12,P,A,S,,2026-04-13 20:45:32.82542+00,matriz
16427287276,Plano Caixa de Assinatura,025-CX-000,0,0,0,P,A,V,,2026-04-13 20:45:32.82542+00,matriz
16613150987,Conjunto Luna Preto,040-MC-030-030-F,350,127.92,0,P,A,V,,2026-04-13 20:45:30.903931+00,matriz
16613152002,Conjunto Luna Off White,040-MC-031-031-F,350,127.92,0,P,A,V,,2026-04-13 20:45:30.903931+00,matriz
16614206895,Conjunto Luna Marrom,040-MC-032-032-F,350,127.92,0,P,A,V,,2026-04-13 20:45:30.903931+00,matriz
16614206952,Conjunto Luna Areia,040-MC-033-033-F,350,127.92,0,P,A,V,,2026-04-13 20:45:30.903931+00,matriz
16614207555,Conjunto Any Preto,050-MC-030-030-F,390,127.92,0,P,A,V,,2026-04-13 20:45:30.903931+00,matriz
16614207853,Conjunto Any Off White,050-MC-031-031-F,390,127.92,0,P,A,V,,2026-04-13 20:45:30.903931+00,matriz
16614208011,Conjunto Any Marrom,050-MC-032-032-F,390,127.92,0,P,A,V,,2026-04-13 20:45:30.903931+00,matriz
16614208251,Conjunto Any Areia,050-MC-033-033-F,390,127.92,0,P,A,V,,2026-04-13 20:45:30.903931+00,matriz
9953755891,Máscara Balaclava,052-SD-1583,130,20,0,P,A,S,,2026-04-13 20:45:53.175708+00,matriz
16274477281,Máscara Balaclava com Ziper,052-ZI-1583,150,20,-10,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
8058669372,Combo 10 Máscaras Algodão Branca,055-AL-008,40,20,0,P,A,S,,2026-04-13 20:46:10.902572+00,matriz
8058674407,Combo 10 Máscaras Algodão Preta,055-AL-012,40,20,0,P,A,S,,2026-04-13 20:46:10.902572+00,matriz
8058683860,Combo 10 Máscaras Algodão Cinza,055-AL-013,40,20,0,P,A,S,,2026-04-13 20:46:09.332778+00,matriz
8058677801,Combo 10 Máscaras Algodão Azul Marinho,055-AL-015,40,20,0,P,A,S,,2026-04-13 20:46:10.902572+00,matriz
10225378577,Scrub Feminino Chumbo Manga Curta ITC,060-MC-014-ITC-F,215,84.07,0,P,A,V,,2026-04-13 20:45:53.175708+00,matriz
15922048810,Scrub Feminino Bordo Manga Longa Tamanho:GG,060-ML-002-002-F-GG0,235,84.07,1,P,A,S,,2026-04-13 20:45:42.589925+00,matriz
16095161809,Scrub Feminino Bordo Manga Longa Tamanho:P,060-ML-002-002-F-P00,235,84.07,1,P,A,S,,2026-04-13 20:45:40.583611+00,matriz
15454708967,Scrub Feminino Bege Manga Longa,060-ML-006-006-F,0,84.07,0,P,A,V,,2026-04-13 20:45:46.331182+00,matriz
16241737505,Scrub Feminino Branco Manga Longa,060-ML-008-000-F,0,84.07,0,P,A,V,,2026-04-13 20:45:37.090921+00,matriz
15922047208,Scrub Feminino Branco Manga Longa Tamanho:GG,060-ML-008-008-F-GG0,235,84.07,1,P,A,S,,2026-04-13 20:45:42.589925+00,matriz
15937548336,Scrub Feminino Branco Manga Longa Tamanho:PP,060-ML-008-008-F-PP0,235,84.07,0,P,A,S,,2026-04-13 20:45:42.589925+00,matriz
8211285051,Scrub Feminino Preto Manga Longa Tamanho:M,060-ML-012-012-F-M00,215,84.07,0,P,A,S,,2026-04-13 20:46:09.332778+00,matriz
15922045933,Scrub Feminino Preto Manga Longa Tamanho:P,060-ML-012-012-F-P00,235,84.07,2,P,A,S,,2026-04-13 20:45:42.589925+00,matriz
14702362010,Scrub Feminino Preto Manga Longa Tamanho:PP,060-ML-012-012-F-PP0,235,84.07,1,P,A,S,,2026-04-13 20:45:48.175102+00,matriz
10225378584,Scrub Feminino Preto Manga Longa  ITC,060-ML-012-ITC-F,215,84.07,0,P,A,V,,2026-04-13 20:45:53.175708+00,matriz
13198324952,Scrub Feminino Cinza Manga Longa  ITC,060-ML-013-ITC-F,215,84.07,0,P,A,V,,2026-04-13 20:45:48.175102+00,matriz
16095379903,Scrub Feminino Chumbo  Manga Longa Tamanho:M,060-ML-014-014-F-M00,235,84.07,1,P,A,S,,2026-04-13 20:45:40.583611+00,matriz
8211383408,Scrub Feminino Chumbo  Manga Longa Tamanho:PPP,060-ML-014-014-F-PPP,235,84.07,1,P,A,S,,2026-04-13 20:46:09.332778+00,matriz
10225379228,Scrub Feminino Chumbo Manga Longa  ITC,060-ML-014-ITC-F,215,84.07,0,P,A,V,,2026-04-13 20:45:53.175708+00,matriz
15441721903,Scrub Feminino Azul Marinho Manga Longa,060-ML-015-015-F,0,84.07,0,P,A,V,,2026-04-13 20:45:46.331182+00,matriz
15922046509,Scrub Feminino Azul Medio Manga Longa Tamanho:G1,060-ML-016-016-F-G10,235,84.07,0,P,A,S,,2026-04-13 20:45:42.589925+00,matriz
16095168171,Scrub Feminino Azul Medio Manga Longa Tamanho:M,060-ML-016-016-F-M00,235,84.07,2,P,A,S,,2026-04-13 20:45:40.583611+00,matriz
15922055258,Scrub Feminino Azul Bebe Manga Longa Tamanho:PP,060-ML-017-017-F-PP0,220,84.07,0,P,A,S,,2026-04-13 20:45:42.589925+00,matriz
8393027176,Scrub Feminino 2ª Linha Promoçao/promocional,060-SD-000-000-F-111,100,20,0,P,A,S,,2026-04-13 20:46:05.501448+00,matriz
8219671640,Camiseta Scrub Feminino 2ª Linha Promoçao/promocional,060-SD-000-000-F-222,110,20,0,P,A,S,,2026-04-13 20:46:09.332778+00,matriz
12176738662,Scrub Feminino Tamanho Especial,060-SD-000-000-F-TE0,200,84.07,0,P,A,S,,2026-04-13 20:45:49.822498+00,matriz
8393033633,Scrub Masculino 2ª Linha Promoção/promocional,060-SD-000-000-M-111,100,20,0,P,A,S,,2026-04-13 20:46:05.501448+00,matriz
10225411226,Scrub Feminino Bordo,060-SD-002-002-F,220,84.07,0,P,A,V,https://orgbling.s3.amazonaws.com/0faa71155c854bcfc21147ea31c04a05/t/2d1352a2e29f3d0744cdf26933a2da29?AWSAccessKeyId=AKIATCLMSGFXTAGX6WUM&Expires=1777042228&Signature=NEP0eAkf%2FBnDbnx231MtFPYpfuE%3D,2026-04-13 20:45:51.412752+00,matriz
15226834853,Scrub Feminino Lilas,060-SD-003-003-F,0,84.07,0,P,A,V,,2026-04-13 20:45:46.331182+00,matriz
10225379236,Scrub Feminino Rosa Pink,060-SD-004-004-F,220,84.07,0,P,A,V,https://orgbling.s3.amazonaws.com/0faa71155c854bcfc21147ea31c04a05/t/3947df39546902bc8a75b153a296c4af?AWSAccessKeyId=AKIATCLMSGFXTAGX6WUM&Expires=1777042218&Signature=qBM5EEIZ58WIs1ylTmFeOIATjBk%3D,2026-04-13 20:45:53.175708+00,matriz
10225411688,Scrub Feminino Rosa Bebê,060-SD-005-005-F,220,84.07,0,P,A,V,https://orgbling.s3.amazonaws.com/0faa71155c854bcfc21147ea31c04a05/t/42405179cb15a06e9980f450eea6d75e?AWSAccessKeyId=AKIATCLMSGFXTAGX6WUM&Expires=1777042228&Signature=WvvOUu3oKqOJZEqjKKNzL2eQbKs%3D,2026-04-13 20:45:51.412752+00,matriz
